"Cluster","Silo","Protein.ID","CompetentLarvae_1","X3_3","X9_3","X3_5","X9_5","X3_7","X9_7","X3_9","X9_9","X3_11","X9_11","X3_13","X9_13","X3_15","X9_15","Avg","StDev","CoeffcientVariance","Variance","Median","Slope","Kurtosis","Skewness","Max","Min","Range","X1st_quartile","X4th_quartile","Sum","Day0.Day15","Day3.Day15","Avg_Day0.7","Avg_Day9.15","X1sthalf.2ndhalf","Range_Day0.7","Range_Day9.15","Sum.TotalProteinIDs","High.Low","Variability","Tag","column1","column2","column3","column4","column5","column6","column7","column8","column9","column10","column11","column12","column13","clean","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Gene.ontology..biological.process.","Gene.ontology.IDs","Pathway","Cross.reference..UniPathway.","Cross.reference..CDD.","Cross.reference..Pfam.","Gene.ontology..GO."
1,"3","CHOYP_LOC100185472.1.1|m.66178",2.5,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100185472.1.1|m.66178","Q810N6","ANR45_MOUSE","40.5","200","119","0","31","230","43","242","2.00E-47","163","1","Q810N6","ANR45_MOUSE","reviewed","Ankyrin repeat domain-containing protein 45","Ankrd45","Mus musculus (Mouse)","248","","","","","","PF12796;",""
1,"3","CHOYP_LOC100185473.1.1|m.5316",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100185473.1.1|m.5316","Q8BYU6","TOIP2_MOUSE","22.12","321","188","14","78","378","206","484","0.000002","53.5","1","Q8BYU6","TOIP2_MOUSE","reviewed","Torsin-1A-interacting protein 2","Tor1aip2 Ifrg15 Lull1","Mus musculus (Mouse)","502","endoplasmic reticulum organization [GO:0007029]; positive regulation of ATPase activity [GO:0032781]; protein localization to nuclear envelope [GO:0090435]","GO:0001671; GO:0005635; GO:0005783; GO:0005789; GO:0007029; GO:0016021; GO:0032781; GO:0051117; GO:0090435","","","","PF05609;","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]; ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; endoplasmic reticulum organization [GO:0007029]; positive regulation of ATPase activity [GO:0032781]; protein localization to nuclear envelope [GO:0090435]"
1,"3","CHOYP_LOC100186936.1.2|m.12235",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_LOC100187037.1.1|m.55673",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100187037.1.1|m.55673","Q0VAA2","LR74A_HUMAN","33.03","436","271","6","161","593","66","483","3.00E-66","231","1","Q0VAA2","LR74A_HUMAN","reviewed","Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74)","LRRC74A C14orf166B LRRC74","Homo sapiens (Human)","488","","","","","","PF13516;",""
1,"3","CHOYP_LOC100187348.1.1|m.29904",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100187348.1.1|m.29904","Q4R6F0","LRRD1_MACFA","28.3","629","409","8","90","709","149","744","5.00E-54","204","1","Q4R6F0","LRRD1_MACFA","reviewed","Leucine-rich repeat and death domain-containing protein 1","LRRD1 QtsA-18164","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","863","signal transduction [GO:0007165]","GO:0007165","","","","PF13855;","signal transduction [GO:0007165]"
1,"3","CHOYP_LOC100197876.1.1|m.45271",0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100197876.1.1|m.45271","P18293","ANPRA_MOUSE","42.86","644","311","11","1051","1674","446","1052","3.00E-153","504","1","P18293","ANPRA_MOUSE","reviewed","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)","Npr1 Npra","Mus musculus (Mouse)","1057","cGMP biosynthetic process [GO:0006182]; dopamine metabolic process [GO:0042417]; intracellular signal transduction [GO:0035556]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP biosynthetic process [GO:0030828]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood vessel size [GO:0050880]","GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007168; GO:0008074; GO:0016021; GO:0016941; GO:0017046; GO:0030828; GO:0035556; GO:0042417; GO:0042562; GO:0043235; GO:0048662; GO:0050880","","","","PF01094;PF00211;PF07714;","guanylate cyclase complex, soluble [GO:0008074]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; protein kinase activity [GO:0004672]; cGMP biosynthetic process [GO:0006182]; dopamine metabolic process [GO:0042417]; intracellular signal transduction [GO:0035556]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP biosynthetic process [GO:0030828]; receptor guanylyl cyclase signaling pathway [GO:0007168]; regulation of blood vessel size [GO:0050880]"
1,"3","CHOYP_LOC100199505.2.2|m.25542",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_LOC100199605.1.1|m.2421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"0","0",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100199605.1.1|m.2421","P22105","TENX_HUMAN","28.81","590","304","42","14","544","213","745","1.00E-35","152","1","P22105","TENX_HUMAN","reviewed","Tenascin-X (TN-X) (Hexabrachion-like protein)","TNXB HXBL TNX TNXB1 TNXB2 XB","Homo sapiens (Human)","4242","actin cytoskeleton organization [GO:0030036]; cell adhesion [GO:0007155]; collagen fibril organization [GO:0030199]; collagen metabolic process [GO:0032963]; elastic fiber assembly [GO:0048251]","GO:0005178; GO:0005578; GO:0005615; GO:0005622; GO:0007155; GO:0008201; GO:0030036; GO:0030199; GO:0032963; GO:0048251; GO:0070062","","","cd00063;cd00087;","PF07974;PF00147;PF00041;","extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; intracellular [GO:0005622]; proteinaceous extracellular matrix [GO:0005578]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; actin cytoskeleton organization [GO:0030036]; cell adhesion [GO:0007155]; collagen fibril organization [GO:0030199]; collagen metabolic process [GO:0032963]; elastic fiber assembly [GO:0048251]"
1,"3","CHOYP_LOC100200137.1.1|m.23041",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100200137.1.1|m.23041","P19208","HSP7C_CAEBR","81.03","448","81","2","1","448","218","661","0","740","1","P19208","HSP7C_CAEBR","reviewed","Heat shock 70 kDa protein C","hsp-3 CBG14829","Caenorhabditis briggsae","661","endoplasmic reticulum unfolded protein response [GO:0030968]","GO:0005524; GO:0005788; GO:0030968","","","","PF00012;","endoplasmic reticulum lumen [GO:0005788]; ATP binding [GO:0005524]; endoplasmic reticulum unfolded protein response [GO:0030968]"
1,"3","CHOYP_LOC100200424.1.1|m.16669",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100200424.1.1|m.16669","Q1RMG8","RPAC2_BOVIN","56.76","111","46","2","5","114","20","129","3.00E-39","134","1","Q1RMG8","RPAC2_BOVIN","reviewed","DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (DNA-directed RNA polymerase I subunit D)","POLR1D","Bos taurus (Bovine)","133","transcription from RNA polymerase III promoter [GO:0006383]; transcription from RNA polymerase I promoter [GO:0006360]","GO:0003677; GO:0003899; GO:0005666; GO:0005736; GO:0006360; GO:0006383","","","cd07029;","PF13656;","DNA-directed RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription from RNA polymerase I promoter [GO:0006360]; transcription from RNA polymerase III promoter [GO:0006383]"
1,"3","CHOYP_LOC100202812.1.1|m.31203",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_LOC100203564.1.1|m.22544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"0","0",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100203564.1.1|m.22544","Q90705","EF2_CHICK","75.32","859","193","6","18","858","1","858","0","1363","1","Q90705","EF2_CHICK","reviewed","Elongation factor 2 (EF-2)","EEF2","Gallus gallus (Chicken)","858","","GO:0003746; GO:0003924; GO:0005525; GO:0005737","","","","PF00679;PF14492;PF03764;PF03144;","cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]"
1,"3","CHOYP_LOC100207216.2.2|m.28185",2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100207216.2.2|m.28185","Q5EB30","ODF3A_XENTR","39.26","242","144","3","8","247","11","251","6.00E-45","157","1","Q5EB30","ODF3A_XENTR","reviewed","Outer dense fiber protein 3 (Outer dense fiber of sperm tails protein 3)","odf3 TTpA001k06.1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","256","","GO:0005737","","","","PF07004;","cytoplasm [GO:0005737]"
1,"3","CHOYP_LOC100212386.1.2|m.33906",0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100212386.1.2|m.33906","P54267","CHSG_ASPFU","24.71","522","295","23","621","1087","335","813","1.00E-19","99.8","1","P54267","CHSG_ASPFU","reviewed","Chitin synthase G (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase G) (Class-III chitin synthase G)","chsG AFUA_3G14420","Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)","911","cell wall organization [GO:0071555]; chitin biosynthetic process [GO:0006031]; conidium formation [GO:0048315]; hyphal growth [GO:0030448]","GO:0004100; GO:0005886; GO:0006031; GO:0016021; GO:0030448; GO:0048315; GO:0071555","","","","PF01644;PF08407;","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chitin synthase activity [GO:0004100]; cell wall organization [GO:0071555]; chitin biosynthetic process [GO:0006031]; conidium formation [GO:0048315]; hyphal growth [GO:0030448]"
1,"3","CHOYP_LOC100213495.2.2|m.51531",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_LOC100213744.7.19|m.33062",0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100213744.7.19|m.33062","Q5BIM1","TRI45_BOVIN","28.86","246","168","4","5","244","127","371","2.00E-16","85.9","1","Q5BIM1","TRI45_BOVIN","reviewed","Tripartite motif-containing protein 45","TRIM45","Bos taurus (Bovine)","580","bone development [GO:0060348]","GO:0005654; GO:0005829; GO:0008270; GO:0045171; GO:0060348","","","","PF00630;PF00643;PF13445;","cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nucleoplasm [GO:0005654]; zinc ion binding [GO:0008270]; bone development [GO:0060348]"
1,"3","CHOYP_LOC100213744.9.19|m.37687",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.2142857143,0.3642156795,"1.6996731712",0.1326530612,0,"#VALUE!","2.3609467456","1.7598154411",1,0,1,0,1,1.5,"#DIV/0!","#DIV/0!",0.25,0.125,0.125,1,0.5,0.0177661968,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100213744.9.19|m.37687","Q9R1R2","TRIM3_MOUSE","24.55","224","143","8","340","548","484","696","0.0000006","56.2","1","Q9R1R2","TRIM3_MOUSE","reviewed","Tripartite motif-containing protein 3 (RING finger protein 22) (RING finger protein HAC1)","Trim3 Hac1 Rnf22","Mus musculus (Mouse)","744","protein transport [GO:0015031]; protein ubiquitination [GO:0016567]","GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0030425; GO:0061630","","","","PF00630;PF01436;PF00643;PF13445;","cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; protein transport [GO:0015031]; protein ubiquitination [GO:0016567]"
1,"9","CHOYP_LOC100313617.1.1|m.18024",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100313617.1.1|m.18024","O75496","GEMI_HUMAN","37.5","120","58","3","83","192","48","160","3.00E-15","75.5","1","O75496","GEMI_HUMAN","reviewed","Geminin","GMNN","Homo sapiens (Human)","209","animal organ morphogenesis [GO:0009887]; cell cycle [GO:0007049]; negative regulation of cell cycle [GO:0045786]; negative regulation of DNA replication [GO:0008156]; negative regulation of transcription, DNA-templated [GO:0045892]; protein complex assembly [GO:0006461]","GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006461; GO:0007049; GO:0008156; GO:0009887; GO:0042826; GO:0045786; GO:0045892","","","","PF07412;","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; histone deacetylase binding [GO:0042826]; transcription corepressor activity [GO:0003714]; animal organ morphogenesis [GO:0009887]; cell cycle [GO:0007049]; negative regulation of cell cycle [GO:0045786]; negative regulation of DNA replication [GO:0008156]; negative regulation of transcription, DNA-templated [GO:0045892]; protein complex assembly [GO:0006461]"
1,"9","CHOYP_LOC100329955.1.1|m.11340",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_LOC100332237.1.1|m.18128",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100332237.1.1|m.18128","Q28178","TSP1_BOVIN","40.35","114","59","2","97","203","444","555","8.00E-18","86.7","1","Q28178","TSP1_BOVIN","reviewed","Thrombospondin-1","THBS1 TSP-1 TSP1","Bos taurus (Bovine)","1170","behavioral response to pain [GO:0048266]; cell adhesion [GO:0007155]; inflammatory response [GO:0006954]; negative regulation of angiogenesis [GO:0016525]; response to endoplasmic reticulum stress [GO:0034976]; response to unfolded protein [GO:0006986]","GO:0005509; GO:0005615; GO:0005783; GO:0006954; GO:0006986; GO:0007155; GO:0008201; GO:0016525; GO:0016529; GO:0034976; GO:0048266; GO:0050840","","","","PF12662;PF00090;PF02412;PF05735;PF00093;","endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; sarcoplasmic reticulum [GO:0016529]; calcium ion binding [GO:0005509]; extracellular matrix binding [GO:0050840]; heparin binding [GO:0008201]; behavioral response to pain [GO:0048266]; cell adhesion [GO:0007155]; inflammatory response [GO:0006954]; negative regulation of angiogenesis [GO:0016525]; response to endoplasmic reticulum stress [GO:0034976]; response to unfolded protein [GO:0006986]"
1,"9","CHOYP_LOC100366486.1.1|m.15010",1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1428571429,0.3499271061,"2.4494897428",0.1224489796,0,"#VALUE!","7","2.6457513111",1,0,1,0,1,1,"#DIV/0!","#DIV/0!",0.25,0,0.25,1,0,0.0118441312,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100366486.1.1|m.15010","P86221","TBB4B_MESAU","98","150","3","0","100","249","14","163","4.00E-104","311","1","P86221","TBB4B_MESAU","reviewed","Tubulin beta-4B chain (Tubulin beta-2C chain) (Fragments)","TUBB4B TUBB2C","Mesocricetus auratus (Golden hamster)","290","microtubule-based process [GO:0007017]","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF00091;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
1,"3","CHOYP_LOC100366606.1.2|m.47289",7.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100366606.1.2|m.47289","Q9Y238","DLEC1_HUMAN","35.17","1774","996","30","6","1719","70","1749","0","1013","1","Q9Y238","DLEC1_HUMAN","reviewed","Deleted in lung and esophageal cancer protein 1 (Deleted in lung cancer protein 1) (DLC-1)","DLEC1 DLC1","Homo sapiens (Human)","1755","negative regulation of cell proliferation [GO:0008285]","GO:0005737; GO:0005829; GO:0008285","","","","","cytoplasm [GO:0005737]; cytosol [GO:0005829]; negative regulation of cell proliferation [GO:0008285]"
1,"9","CHOYP_LOC100366728.1.1|m.57452",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9285714286,4.3295378459,"2.2449455497",18.7448979592,0,"#VALUE!","6.8547962718","2.6118046847",12.5,0,12.5,0,12.5,13.5,"#DIV/0!","#DIV/0!",3.375,0,3.375,12.5,0,0.1598957716,"low_abundance","high_variance","low_abundance-high_variance","CHOYP_LOC100366728.1.1|m.57452","P18700","TBB_STRPU","96.85","254","8","0","11","264","38","291","0","520","1","P18700","TBB_STRPU","reviewed","Tubulin beta chain (Beta-tubulin) (Fragment)","","Strongylocentrotus purpuratus (Purple sea urchin)","292","microtubule-based process [GO:0007017]","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF00091;PF03953;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
1,"3","CHOYP_LOC100366735.1.1|m.52023",0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.2142857143,0.2474358297,"1.1547005384",0.0612244898,0,"#VALUE!","-2.8","0.3741657387",0.5,0,0.5,0,0.5,1.5,"#DIV/0!","#DIV/0!",0.125,0.25,-0.125,0.5,0.5,0.0177661968,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_LOC100366735.1.1|m.52023","Q86YS6","RAB43_HUMAN","63.5","200","71","1","11","210","13","210","2.00E-91","273","1","Q86YS6","RAB43_HUMAN","reviewed","Ras-related protein Rab-43 (Ras-related protein Rab-41)","RAB43 RAB41","Homo sapiens (Human)","212","Golgi organization [GO:0007030]; phagosome maturation [GO:0090382]; retrograde transport, plasma membrane to Golgi [GO:0035526]; small GTPase mediated signal transduction [GO:0007264]; toxin transport [GO:1901998]; virion assembly [GO:0019068]","GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0007030; GO:0007264; GO:0019068; GO:0030670; GO:0032588; GO:0035526; GO:0045335; GO:0070062; GO:0090382; GO:1901998","","","","PF00071;","endosome [GO:0005768]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; trans-Golgi network membrane [GO:0032588]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; Golgi organization [GO:0007030]; phagosome maturation [GO:0090382]; retrograde transport, plasma membrane to Golgi [GO:0035526]; small GTPase mediated signal transduction [GO:0007264]; toxin transport [GO:1901998]; virion assembly [GO:0019068]"
1,"9","CHOYP_LOC100366763.1.1|m.53709",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.1428571429,0.2258769757,"1.5811388301",0.0510204082,0,"#VALUE!","-0.84","1.2296340919",0.5,0,0.5,0,0.5,1,"0","0",0,0.25,-0.25,0,0.5,0.0118441312,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
